Customer_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Monthly_Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
31172,M,Single,0,College Graduate,No,130000,457665,24,1,Rural,Y
17326,F,Single,1,College Graduate,No,57000,124371,48,1,Urban,Y
31655,M,Married,2,College Graduate,No,140000,270309,36,1,Rural,Y
27807,M,Married,2,College Graduate,Yes,94128,489131,108,1,Rural,N
9077,M,Single,0,College Graduate,No,40000,398794,96,1,Rural,N
30687,M,Single,2,College Graduate,No,120000,359814,6,0,Rural,Y
18671,M,Single,0,College Graduate,No,60000,117131,84,1,Rural,Y
25381,F,Single,1,College Graduate,Yes,80000,398860,36,1,Rural,N
4179,F,Single,3+,College Graduate,No,30000,427804,108,1,Rural,Y
30209,M,Single,0,College Graduate,Yes,115200,230337,24,1,Rural,Y
27678,M,Single,0,College Graduate,No,93000,385897,48,1,Urban,Y
29792,M,Single,2,College Graduate,Yes,110000,225012,84,0,Urban,Y
24761,M,Married,0,College Graduate,No,78000,74173,120,1,Urban,Y
31222,M,Married,3+,College Graduate,Yes,130000,365416,24,1,Rural,N
5034,F,Single,0,High School Graduate,No,31200,324510,60,1,Urban,N
15600,F,Married,1,College Graduate,Yes,53000,430547,120,1,Urban,N
9807,M,Married,2,College Graduate,No,41000,383791,60,1,Urban,Y
10786,F,Married,0,College Graduate,No,43000,59134,6,0,Rural,Y
4161,M,Single,0,College Graduate,No,30000,493032,24,0,Rural,Y
1286,M,Married,2,High School Graduate,No,20400,247623,60,1,Urban,N
7150,M,Married,0,High School Graduate,No,36000,114187,36,0,Urban,Y
25594,F,Married,3+,College Graduate,Yes,81000,204277,84,0,Urban,Y
4492,M,Married,0,High School Graduate,No,30000,200733,72,1,Rural,N
13105,M,Married,0,College Graduate,No,48000,403840,48,0,Rural,N
24950,M,Married,2,College Graduate,Yes,79100,303066,60,1,Rural,Y
27572,M,Single,3+,College Graduate,No,92000,332262,60,0,Urban,Y
31236,F,Single,0,College Graduate,Yes,130000,446682,24,1,Rural,Y
21341,M,Single,2,College Graduate,No,67000,487940,120,1,Rural,N
31547,M,Single,0,College Graduate,Yes,139913,447362,12,1,Urban,Y
27291,M,Single,0,College Graduate,No,90000,213466,12,0,Rural,Y
20650,M,Married,0,College Graduate,Yes,65000,256208,72,1,Urban,Y
11406,F,Married,0,College Graduate,No,45000,190272,120,1,Urban,Y
11768,F,Married,2,College Graduate,No,45000,435914,72,1,Rural,N
11928,M,Single,3+,College Graduate,No,45000,354169,72,1,Urban,Y
19687,M,Single,3+,College Graduate,Yes,62000,327078,36,1,Rural,N
18759,M,Married,2,College Graduate,Yes,60000,86736,96,1,Urban,Y
28638,F,Married,2,College Graduate,No,100000,328590,60,1,Rural,Y
8873,M,Married,0,College Graduate,No,39996,419591,36,1,Rural,Y
15066,M,Single,2,College Graduate,Yes,52000,490981,6,1,Urban,Y
4288,M,Married,0,High School Graduate,No,30000,229784,72,1,Rural,Y
15883,M,Single,0,College Graduate,No,54000,121890,6,1,Urban,N
28433,M,Married,1,College Graduate,No,98000,213190,36,0,Urban,Y
5167,M,Married,0,College Graduate,No,32000,331650,48,0,Urban,Y
6403,M,Married,0,College Graduate,No,34560,217551,24,0,Urban,Y
9687,M,Single,0,College Graduate,No,40800,259848,120,1,Rural,N
10994,M,Single,0,College Graduate,No,44000,84348,6,1,Rural,N
16649,F,Single,0,College Graduate,Yes,55000,271424,12,1,Urban,N
7632,M,Married,2,College Graduate,No,36500,239411,108,0,Urban,Y
8500,F,Single,3+,College Graduate,No,38904,82156,120,1,Rural,N
21313,F,Single,0,College Graduate,No,66888,232453,6,1,Rural,N
432,M,Single,0,High School Graduate,No,15000,339936,12,1,Rural,Y
19281,M,Single,2,College Graduate,Yes,60996,73691,108,1,Urban,Y
21358,M,Single,0,College Graduate,Yes,67000,284066,108,1,Rural,Y
4961,M,Single,3+,College Graduate,No,31200,86804,84,1,Rural,Y
7933,F,Single,0,College Graduate,No,37308,227311,48,1,Rural,Y
11276,M,Married,3+,College Graduate,No,44307,335948,6,1,Rural,N
17433,F,Married,2,College Graduate,Yes,57175,267553,36,0,Urban,Y
5091,M,Single,3+,High School Graduate,No,31500,480214,120,1,Urban,Y
2195,M,Single,1,High School Graduate,No,24000,320238,120,1,Urban,Y
26362,F,Single,0,College Graduate,No,85000,495272,120,1,Urban,N
22952,F,Married,0,College Graduate,No,72000,425739,36,1,Urban,N
23223,M,Single,2,College Graduate,Yes,72996,269725,120,1,Rural,Y
30145,M,Single,2,College Graduate,Yes,115000,160687,6,1,Urban,Y
2105,M,Single,1,High School Graduate,No,24000,217651,120,1,Urban,Y
24279,M,Married,0,College Graduate,No,75800,422368,24,0,Urban,Y
2892,M,Married,1,College Graduate,No,26400,381834,60,1,Rural,Y
12186,M,Single,0,College Graduate,No,46000,418724,72,0,Urban,N
18247,M,Married,3+,College Graduate,Yes,60000,452229,108,1,Rural,Y
8969,M,Single,0,College Graduate,No,40000,76236,108,1,Urban,Y
30593,M,Married,0,College Graduate,No,120000,184311,24,1,Urban,N
6765,M,Married,0,College Graduate,No,35000,226984,108,0,Urban,N
28441,M,Single,1,College Graduate,Yes,98004,98661,48,1,Rural,Y
30581,M,Single,1,College Graduate,Yes,120000,112441,36,1,Rural,N
16807,M,Married,0,College Graduate,No,55000,81959,108,0,Urban,Y
20774,M,Single,0,College Graduate,Yes,65000,321005,84,1,Urban,Y
24242,M,Single,0,College Graduate,No,75500,59255,12,0,Rural,Y
3509,F,Single,3+,College Graduate,No,28800,128371,60,1,Urban,Y
30093,F,Married,0,College Graduate,No,115000,417210,48,1,Rural,Y
10405,M,Single,3+,College Graduate,No,42000,314761,12,0,Rural,Y
17699,M,Single,3+,College Graduate,Yes,58000,400329,120,1,Urban,Y
1208,F,Single,0,College Graduate,No,20000,342091,6,1,Rural,Y
13016,F,Single,0,College Graduate,No,48000,413758,24,1,Urban,Y
2275,F,Single,3+,College Graduate,No,24840,476505,6,0,Rural,Y
911,M,Married,0,College Graduate,No,18996,326696,24,0,Rural,Y
23333,M,Married,0,College Graduate,No,73000,323257,24,1,Rural,Y
24391,M,Single,1,College Graduate,Yes,76248,494583,72,1,Urban,Y
2211,M,Single,0,College Graduate,No,24000,431572,24,1,Urban,Y
3553,F,Married,0,High School Graduate,No,28800,191051,60,1,Urban,Y
7116,M,Married,1,College Graduate,No,36000,317903,84,0,Urban,Y
15730,M,Married,1,College Graduate,Yes,53922,137627,12,0,Urban,Y
26406,F,Single,2,College Graduate,Yes,85000,420808,120,1,Urban,N
6104,M,Married,0,College Graduate,No,34000,196198,120,1,Urban,N
31522,M,Married,0,College Graduate,No,138000,414618,84,1,Rural,Y
16968,F,Married,2,College Graduate,Yes,56000,232238,84,1,Urban,N
11570,M,Single,2,College Graduate,Yes,45000,255339,60,1,Rural,Y
30867,F,Married,2,College Graduate,Yes,124800,372005,84,1,Urban,N
25577,F,Married,0,College Graduate,Yes,81000,284171,24,0,Rural,Y
8349,M,Single,0,College Graduate,No,38400,237470,6,1,Rural,Y
6835,M,Single,3+,High School Graduate,No,35000,64524,24,1,Rural,Y
13238,M,Married,0,College Graduate,No,48000,458286,60,0,Urban,Y
25757,F,Married,2,College Graduate,Yes,82000,267616,6,1,Rural,N
6077,F,Married,0,High School Graduate,No,33996,195303,6,1,Rural,N
13132,M,Married,0,College Graduate,No,48000,474102,60,1,Urban,Y
14542,F,Single,1,College Graduate,Yes,50004,338537,108,1,Rural,Y
13348,M,Married,0,College Graduate,No,48500,206869,84,1,Urban,Y
2499,M,Single,0,College Graduate,No,25000,227177,6,1,Urban,Y
4569,F,Married,0,College Graduate,No,30000,124868,72,1,Urban,Y
24157,M,Married,1,College Graduate,Yes,75000,76488,96,1,Rural,N
11160,F,Married,0,College Graduate,No,44000,286595,72,0,Rural,Y
8198,F,Married,3+,College Graduate,No,38000,444533,6,1,Rural,N
14248,M,Single,1,College Graduate,No,50000,153952,96,1,Rural,Y
19699,F,Single,2,College Graduate,Yes,62004,421975,72,0,Urban,Y
15506,M,Married,0,College Graduate,Yes,53000,143952,36,1,Rural,Y
24456,M,Married,0,College Graduate,Yes,77000,303590,48,1,Urban,Y
20853,M,Single,0,College Graduate,No,65000,258032,120,0,Rural,Y
31331,M,Married,1,College Graduate,Yes,132000,435388,108,1,Rural,Y
287,F,Married,2,College Graduate,No,13200,415710,36,1,Urban,Y
15028,M,Married,0,College Graduate,Yes,51996,277925,108,1,Rural,N
6417,M,Married,0,College Graduate,Yes,34660,327170,96,0,Urban,Y
9882,F,Single,0,College Graduate,No,41100,69315,6,1,Rural,Y
7588,M,Single,2,College Graduate,No,36120,361933,84,1,Rural,Y
15762,M,Single,2,College Graduate,Yes,54000,404093,96,1,Rural,Y
21061,F,Married,1,College Graduate,Yes,65984,148792,36,1,Rural,Y
16232,M,Single,0,College Graduate,Yes,54400,388113,108,1,Rural,N
29784,F,Married,0,College Graduate,No,110000,481014,108,1,Urban,Y
25872,F,Married,0,College Graduate,Yes,83000,376109,24,1,Rural,N
18688,M,Married,0,College Graduate,Yes,60000,236506,120,1,Urban,N
2072,M,Married,0,College Graduate,No,24000,185344,36,1,Urban,Y
27644,M,Married,0,College Graduate,Yes,92259,267145,96,1,Urban,N
3464,F,Single,0,High School Graduate,No,28800,106292,72,1,Rural,Y
24673,M,Married,0,College Graduate,No,78000,367083,24,1,Rural,Y
14180,M,Single,3+,College Graduate,No,50000,494976,12,1,Urban,N
2876,M,Single,0,College Graduate,No,26400,298931,60,1,Rural,Y
30849,M,Married,2,College Graduate,No,124000,262422,96,1,Urban,Y
2604,M,Married,0,High School Graduate,No,25200,419820,96,1,Rural,Y
24054,M,Married,2,College Graduate,No,75000,418516,12,1,Urban,Y
29067,M,Married,0,College Graduate,Yes,102000,178131,24,0,Rural,Y
8161,M,Married,1,College Graduate,No,38000,175906,6,1,Rural,N
13861,F,Married,2,College Graduate,No,50000,73805,72,0,Rural,N
3415,M,Married,3+,High School Graduate,No,28600,162145,120,1,Urban,N
22686,M,Married,2,College Graduate,Yes,71000,349267,24,1,Urban,Y
3562,F,Single,2,College Graduate,No,28880,222658,96,1,Rural,N
31608,M,Married,0,College Graduate,Yes,140000,236715,72,0,Rural,Y
29886,M,Single,0,College Graduate,No,110400,76106,12,1,Urban,Y
7877,M,Married,0,College Graduate,No,37170,77119,12,1,Rural,Y
7838,F,Married,0,High School Graduate,No,37000,197074,6,0,Rural,Y
14985,F,Single,3+,College Graduate,Yes,51996,248601,96,1,Rural,N
5801,F,Single,0,High School Graduate,No,33000,175474,36,0,Rural,Y
22489,F,Married,0,College Graduate,Yes,70000,57558,36,0,Urban,Y
31023,M,Single,2,College Graduate,No,125375,355243,120,1,Rural,Y
15730,M,Married,1,College Graduate,Yes,53922,137627,12,0,Urban,Y
10278,M,Married,0,College Graduate,No,42000,101798,108,1,Rural,Y
30544,F,Single,0,College Graduate,No,120000,198715,120,1,Rural,N
3329,F,Single,0,College Graduate,No,28000,383358,60,1,Rural,Y
16555,F,Married,3+,College Graduate,No,55000,379008,60,0,Rural,N
17369,F,Married,0,College Graduate,No,57000,410353,108,0,Rural,Y
2142,M,Single,0,College Graduate,No,24000,180473,60,1,Rural,N
13464,F,Married,3+,College Graduate,No,49000,142932,6,1,Rural,Y
27540,F,Single,1,College Graduate,Yes,92000,300042,12,0,Rural,N
16791,F,Married,2,College Graduate,No,55000,417081,120,1,Urban,N
2642,F,Married,0,College Graduate,No,25209,192005,120,0,Urban,Y
19522,F,Single,1,College Graduate,No,62000,462615,84,1,Rural,Y
4786,M,Married,0,High School Graduate,No,30720,102716,108,1,Urban,Y
8239,M,Married,0,College Graduate,No,38000,241223,60,0,Urban,Y
19391,M,Married,3+,College Graduate,No,61193,456395,36,0,Urban,Y
19043,M,Married,3+,College Graduate,No,60000,328101,84,1,Rural,Y
6623,M,Married,0,College Graduate,No,35000,341837,24,1,Rural,N
12213,M,Single,0,College Graduate,No,46000,148636,60,1,Urban,Y
6882,M,Married,1,High School Graduate,No,35000,140383,12,1,Urban,Y
28892,F,Single,1,College Graduate,No,100000,257779,108,1,Urban,N
22058,F,Married,0,College Graduate,No,70000,412006,108,1,Urban,N
17043,M,Married,3+,College Graduate,Yes,56000,192877,48,0,Urban,N
3098,F,Married,2,College Graduate,No,27200,252174,6,1,Urban,Y
672,F,Single,0,High School Graduate,No,17280,175652,24,1,Rural,N
12795,M,Married,2,College Graduate,No,48000,56478,120,1,Rural,N
26295,M,Single,0,College Graduate,No,85000,130657,60,1,Urban,Y
10695,M,Married,0,College Graduate,No,43000,330164,96,1,Rural,Y
21405,M,Single,0,College Graduate,No,67000,91816,24,1,Urban,Y
14858,M,Married,0,College Graduate,Yes,51036,150211,24,1,Rural,N
10363,F,Married,2,College Graduate,No,42000,373517,48,1,Urban,Y
9562,M,Married,0,College Graduate,No,40000,209845,48,1,Urban,Y
19848,M,Married,0,College Graduate,Yes,62500,238375,12,0,Urban,Y
15240,M,Single,2,College Graduate,Yes,52000,352991,48,1,Urban,N
13556,F,Married,1,College Graduate,No,49000,293016,6,1,Rural,Y
3148,M,Single,0,College Graduate,No,27600,328475,48,1,Urban,N
11028,M,Married,0,College Graduate,No,44000,461259,72,0,Rural,Y
7527,M,Single,3+,High School Graduate,No,36000,387736,96,0,Urban,N
8134,M,Married,0,College Graduate,No,38000,398178,6,0,Rural,Y
4593,M,Married,1,College Graduate,No,30000,408846,72,1,Urban,Y
8065,M,Single,0,College Graduate,No,38000,242826,12,0,Urban,Y
23299,M,Married,2,College Graduate,No,73000,110622,96,1,Rural,N
8839,M,Single,0,College Graduate,No,39870,253568,96,1,Urban,Y
16834,F,Married,0,College Graduate,Yes,55030,268665,120,1,Urban,N
24265,M,Married,0,College Graduate,No,75600,228168,48,1,Rural,Y
19309,M,Married,2,College Graduate,Yes,61000,323109,108,1,Rural,Y
11468,F,Single,0,College Graduate,No,45000,186053,96,1,Rural,Y
29573,M,Married,2,College Graduate,Yes,108000,68681,72,1,Rural,Y
17982,M,Single,0,College Graduate,No,59000,249578,6,0,Urban,Y
19732,F,Married,0,College Graduate,Yes,62165,98394,6,1,Rural,Y
27184,M,Married,0,College Graduate,Yes,90000,224206,72,1,Rural,N
22994,M,Single,0,College Graduate,No,72000,404427,24,1,Urban,Y
24665,M,Single,0,College Graduate,Yes,78000,494297,36,1,Urban,Y
30520,F,Married,0,College Graduate,No,120000,142055,72,0,Urban,N
28608,M,Single,0,College Graduate,No,100000,122905,60,1,Rural,N
16793,M,Single,3+,College Graduate,Yes,55000,130651,48,1,Urban,N
14031,F,Single,2,College Graduate,No,50000,294145,12,0,Urban,Y
135,M,Married,2,High School Graduate,No,11000,234348,60,1,Urban,Y
20304,M,Single,0,College Graduate,No,64000,481987,108,1,Urban,Y
30501,F,Married,0,College Graduate,No,120000,148861,96,1,Rural,Y
16002,F,Single,0,College Graduate,No,54000,135691,84,1,Rural,Y
9452,M,Married,3+,College Graduate,No,40000,203394,84,1,Urban,N
1024,F,Single,0,College Graduate,No,19200,221126,84,0,Rural,Y
30377,M,Single,0,College Graduate,No,119496,315529,108,1,Urban,Y
8311,M,Married,0,College Graduate,No,38376,328622,24,1,Urban,Y
20284,M,Married,2,College Graduate,Yes,64000,299357,36,0,Rural,N
12784,F,Single,3+,College Graduate,No,48000,491532,48,0,Rural,Y
519,M,Single,1,High School Graduate,No,15600,322390,108,1,Rural,Y
4688,F,Married,0,College Graduate,No,30000,456055,6,1,Urban,Y
19453,F,Single,0,College Graduate,Yes,61500,125082,6,1,Rural,Y
20362,M,Married,2,College Graduate,Yes,64500,52266,6,1,Urban,Y
18464,M,Married,3+,College Graduate,No,60000,305677,84,1,Urban,Y
8904,F,Married,0,College Graduate,No,39996,309574,60,1,Rural,Y
22110,M,Single,0,College Graduate,No,70000,462784,6,1,Rural,Y
13710,M,Single,1,College Graduate,No,49900,258112,24,1,Urban,N
28798,M,Married,0,College Graduate,Yes,100000,307476,48,1,Rural,Y
1942,M,Single,1,College Graduate,No,24000,293382,48,1,Rural,Y
1030,F,Single,0,College Graduate,No,19200,99464,96,1,Rural,Y
6653,M,Married,0,High School Graduate,No,35000,376103,36,1,Rural,Y
28785,M,Married,0,College Graduate,No,100000,453245,48,1,Rural,Y
8875,F,Married,0,College Graduate,No,39996,111849,48,1,Urban,N
20972,M,Married,0,College Graduate,Yes,65004,351589,36,1,Rural,Y
18327,M,Married,3+,College Graduate,Yes,60000,86341,84,1,Rural,Y
19397,F,Married,2,College Graduate,No,61200,354410,84,1,Urban,Y
20917,M,Married,0,College Graduate,No,65000,237954,12,1,Rural,Y
12186,M,Single,0,College Graduate,No,46000,418724,72,0,Urban,N
5723,M,Single,3+,High School Graduate,No,33000,92190,24,0,Urban,Y
28558,M,Single,2,College Graduate,No,99996,267100,120,0,Urban,N
19684,F,Married,0,College Graduate,No,62000,436330,96,1,Urban,Y
30934,M,Married,3+,College Graduate,Yes,125000,439069,36,1,Urban,Y
13665,M,Married,2,College Graduate,No,49500,368098,36,1,Urban,Y
19360,M,Single,2,College Graduate,Yes,61000,365855,72,1,Urban,Y
6557,M,Single,0,High School Graduate,No,35000,421346,6,1,Urban,Y
29280,F,Married,2,College Graduate,Yes,105000,206639,48,1,Urban,N
21057,F,Married,0,College Graduate,Yes,65856,401466,60,1,Urban,Y
18342,F,Married,0,College Graduate,No,60000,443846,108,1,Urban,N
29498,M,Single,3+,College Graduate,No,108000,354510,84,0,Urban,Y
7823,M,Single,2,College Graduate,No,37000,64349,84,1,Rural,Y
27235,M,Single,0,College Graduate,No,90000,241158,60,1,Urban,N
18243,F,Single,1,College Graduate,No,60000,70457,6,0,Urban,N
15746,M,Married,3+,College Graduate,No,54000,289973,120,0,Rural,Y
15982,M,Single,0,College Graduate,No,54000,223411,108,1,Rural,N
27340,F,Married,0,College Graduate,No,90000,60362,60,1,Urban,N
25633,M,Married,0,College Graduate,No,81204,293715,96,0,Rural,Y
1135,F,Married,0,High School Graduate,No,20000,62572,60,1,Rural,Y
7008,F,Single,2,High School Graduate,No,35500,445059,24,1,Rural,Y
6353,F,Married,3+,College Graduate,No,34270,292316,12,1,Rural,Y
26840,M,Married,2,College Graduate,No,88000,258312,36,1,Rural,N
906,M,Married,0,High School Graduate,No,18996,444421,36,0,Rural,N
7954,M,Single,0,High School Graduate,No,37440,110800,48,1,Rural,N
16040,M,Married,0,College Graduate,No,54000,314061,24,1,Urban,N
796,M,Single,3+,High School Graduate,No,18000,176090,36,1,Rural,Y
21330,M,Married,2,College Graduate,Yes,66996,278547,48,1,Urban,Y
17080,M,Married,0,College Graduate,Yes,56000,95084,84,1,Rural,N
21616,F,Married,0,College Graduate,Yes,68000,259722,120,1,Urban,Y
28691,M,Married,0,College Graduate,No,100000,324852,48,1,Urban,Y
23989,M,Married,2,College Graduate,No,75000,414965,120,1,Rural,Y
13555,M,Married,0,College Graduate,No,49000,221111,72,1,Urban,N
18387,M,Married,0,College Graduate,No,60000,344785,60,0,Urban,Y
1088,M,Single,0,High School Graduate,No,20000,129043,48,1,Rural,Y
8917,F,Married,0,College Graduate,No,39996,417130,60,1,Urban,Y
27930,M,Married,2,College Graduate,Yes,95000,158427,60,0,Urban,Y
8214,M,Married,3+,College Graduate,No,38000,382211,96,1,Urban,N
9435,F,Married,0,College Graduate,No,40000,247874,36,1,Rural,N
25777,F,Single,2,College Graduate,Yes,82300,321918,36,1,Rural,Y
2472,F,Married,2,College Graduate,No,25000,206736,24,1,Rural,Y
2202,M,Single,3+,College Graduate,No,24000,442237,24,1,Urban,Y
2921,M,Single,2,College Graduate,No,26400,232516,6,1,Urban,Y
23342,M,Married,0,College Graduate,No,73000,286705,48,1,Urban,Y
9415,F,Single,0,College Graduate,No,40000,420487,6,1,Urban,N
17793,M,Single,0,College Graduate,No,58000,249759,96,1,Urban,Y
4775,F,Married,2,High School Graduate,No,30720,359692,84,1,Rural,Y
15091,M,Married,0,College Graduate,Yes,52000,250338,120,0,Urban,N
81,F,Single,0,College Graduate,No,10000,285677,12,1,Rural,Y
13256,M,Single,0,College Graduate,No,48000,90045,96,1,Rural,Y
29109,M,Married,1,College Graduate,No,102996,118535,48,1,Urban,N
5744,M,Single,3+,College Graduate,No,33000,206649,84,1,Rural,N
4705,M,Single,3+,College Graduate,No,30120,291626,36,1,Rural,Y
9177,M,Single,0,College Graduate,No,40000,155874,48,1,Urban,Y
29525,M,Married,0,College Graduate,Yes,108000,409890,12,1,Urban,N
22204,M,Single,1,College Graduate,Yes,70000,393680,84,1,Urban,Y
24333,M,Single,2,College Graduate,No,76000,113530,96,1,Urban,Y
22740,M,Married,0,College Graduate,No,71400,462522,24,1,Urban,Y
28354,F,Married,3+,College Graduate,No,98000,200662,6,1,Rural,Y
2024,F,Married,2,High School Graduate,No,24000,162852,48,1,Urban,Y
28312,M,Married,0,College Graduate,Yes,97000,371956,72,1,Urban,Y
998,M,Married,2,College Graduate,No,19200,184684,108,0,Rural,Y
3664,M,Single,3+,High School Graduate,No,29000,250574,6,1,Urban,Y
26503,M,Single,2,College Graduate,No,85000,407989,12,1,Rural,Y
15412,F,Married,0,College Graduate,No,52704,200200,48,1,Rural,Y
23275,F,Married,2,College Graduate,No,73000,376064,96,0,Urban,Y
27290,M,Single,2,College Graduate,No,90000,371393,6,1,Rural,Y
19605,M,Single,0,College Graduate,No,62000,257427,48,1,Urban,N
17754,M,Single,1,College Graduate,No,58000,107645,108,1,Rural,Y
9509,M,Single,1,College Graduate,No,40000,108549,72,1,Urban,Y
18446,M,Married,1,College Graduate,No,60000,439545,48,1,Rural,N
1567,M,Married,0,College Graduate,No,22000,144214,84,1,Rural,Y
21361,F,Married,0,College Graduate,Yes,67000,279520,96,1,Urban,Y
6761,F,Married,0,High School Graduate,No,35000,98616,120,1,Rural,N
8452,F,Married,2,College Graduate,No,38500,331451,24,1,Urban,Y
28334,M,Single,3+,College Graduate,No,97500,144800,6,1,Urban,Y
16700,F,Single,3+,College Graduate,Yes,55000,410897,72,1,Rural,N
5660,M,Single,0,College Graduate,No,33000,350152,96,1,Urban,Y
11181,M,Married,3+,College Graduate,No,44000,420959,84,0,Rural,N
16080,M,Married,2,College Graduate,Yes,54000,419981,60,1,Urban,Y
12763,M,Single,2,College Graduate,No,47900,403027,24,1,Urban,Y
980,F,Single,2,High School Graduate,No,19200,398808,96,1,Urban,N
27957,M,Married,0,College Graduate,No,95000,496263,36,0,Urban,Y
9924,M,Married,1,College Graduate,No,41500,276960,24,1,Rural,N
888,M,Married,2,College Graduate,No,18700,50909,12,0,Urban,Y
20781,F,Single,0,College Graduate,No,65000,117981,72,1,Rural,N
11014,M,Married,3+,College Graduate,No,44000,459399,36,1,Rural,N
7097,F,Single,0,High School Graduate,No,36000,80895,36,1,Urban,Y
31268,M,Single,0,College Graduate,Yes,130000,239707,60,1,Rural,Y
3080,F,Married,1,High School Graduate,No,27048,292513,24,1,Urban,Y
8015,M,Married,0,High School Graduate,No,37676,262154,60,0,Rural,N
28433,M,Married,1,College Graduate,No,98000,213190,36,0,Urban,Y
1779,F,Single,0,High School Graduate,No,23040,411603,24,1,Rural,N
24736,M,Single,0,College Graduate,Yes,78000,236762,48,1,Rural,Y
14251,M,Married,0,College Graduate,No,50000,97705,12,1,Urban,N
4584,F,Married,0,High School Graduate,No,30000,490948,120,1,Rural,N
9777,F,Single,2,College Graduate,No,41000,434534,72,1,Urban,Y
26934,M,Married,0,College Graduate,Yes,88512,449896,48,1,Rural,Y
28179,M,Married,1,College Graduate,Yes,96000,347955,48,1,Urban,N
24450,M,Single,1,College Graduate,Yes,76860,226202,72,1,Urban,Y
2439,F,Married,0,High School Graduate,No,25000,377711,36,1,Urban,N
2202,M,Single,3+,College Graduate,No,24000,442237,24,1,Urban,Y
19632,M,Single,0,College Graduate,Yes,62000,497806,96,1,Urban,Y
18526,M,Married,0,College Graduate,Yes,60000,106568,96,1,Rural,N
6478,F,Married,2,High School Graduate,No,34992,267105,120,1,Urban,N
13138,M,Married,2,College Graduate,No,48000,186600,72,1,Urban,Y
1240,M,Married,0,College Graduate,No,20140,479290,24,1,Rural,N
5465,M,Single,0,College Graduate,No,32388,114413,108,1,Rural,Y
8509,M,Married,0,College Graduate,No,39000,261126,72,0,Rural,Y
5086,M,Single,0,High School Graduate,No,31500,273346,96,0,Urban,Y
681,M,Married,1,High School Graduate,No,17400,396425,60,1,Urban,Y
1238,F,Married,3+,High School Graduate,No,20124,75289,12,1,Urban,Y
18545,M,Single,0,College Graduate,No,60000,331606,24,1,Urban,Y
25331,M,Single,0,College Graduate,Yes,80000,351744,120,1,Urban,Y
14031,F,Single,2,College Graduate,No,50000,294145,12,0,Urban,Y
3540,M,Married,1,High School Graduate,No,28800,459206,72,0,Urban,N
23431,F,Married,1,College Graduate,Yes,74000,431797,6,1,Urban,Y
14905,F,Married,2,College Graduate,Yes,51500,494577,72,1,Rural,Y
26116,M,Single,2,College Graduate,No,84000,433170,36,1,Urban,Y
12816,F,Single,0,College Graduate,No,48000,150948,24,1,Rural,N
2288,M,Married,2,High School Graduate,No,24960,396138,96,1,Urban,N
12401,M,Married,0,College Graduate,No,46500,207984,72,1,Rural,Y
6793,M,Married,0,High School Graduate,No,35000,111993,96,1,Rural,Y
9464,M,Married,2,College Graduate,No,40000,496280,6,0,Rural,Y
25248,M,Single,2,College Graduate,No,80000,327123,12,1,Rural,Y
31637,M,Married,1,College Graduate,Yes,140000,275823,24,1,Rural,Y
8847,M,Married,3+,College Graduate,No,39900,493927,120,1,Urban,N
21278,F,Married,1,College Graduate,No,66500,176756,36,0,Rural,Y
27534,M,Married,1,College Graduate,No,91800,189218,108,1,Rural,Y
25331,M,Single,0,College Graduate,Yes,80000,351744,120,1,Urban,Y
25914,F,Married,1,College Graduate,No,83004,269186,36,1,Urban,N
22429,M,Married,3+,College Graduate,Yes,70000,404115,24,0,Rural,Y
8760,M,Married,0,College Graduate,No,39500,371220,120,1,Urban,Y
23221,F,Married,0,College Graduate,No,72984,83174,84,1,Rural,Y
11377,F,Married,0,College Graduate,No,44959,488910,108,1,Rural,Y
9407,M,Married,0,College Graduate,No,40000,146527,84,1,Rural,Y
14204,M,Married,2,College Graduate,No,50000,92710,24,1,Rural,Y
31684,M,Married,1,College Graduate,No,141000,412674,6,1,Urban,Y
26359,F,Single,0,College Graduate,Yes,85000,138048,12,1,Urban,Y
6732,F,Single,1,College Graduate,No,35000,369185,48,1,Urban,Y
24883,F,Single,0,College Graduate,No,78996,229487,48,1,Urban,Y
7389,M,Single,0,College Graduate,No,36000,453772,60,1,Urban,Y
6410,F,Married,1,College Graduate,Yes,34590,199066,120,0,Rural,Y
28995,F,Single,0,College Graduate,Yes,101004,94384,72,0,Rural,N
1998,F,Married,0,High School Graduate,No,24000,228551,60,0,Urban,Y
22553,F,Married,3+,College Graduate,Yes,70000,364401,12,1,Rural,Y
27550,M,Married,0,College Graduate,Yes,92000,353045,96,1,Rural,N
30715,F,Single,0,College Graduate,No,120000,288197,84,1,Rural,N
26436,M,Married,0,College Graduate,Yes,85000,105134,84,1,Rural,Y
14505,M,Single,1,College Graduate,No,50000,71726,72,1,Rural,N
26116,M,Single,2,College Graduate,No,84000,433170,36,1,Urban,Y
11598,M,Married,3+,College Graduate,No,45000,282650,6,1,Urban,Y
468,M,Married,2,College Graduate,No,15000,392947,72,1,Urban,Y
30440,M,Married,1,College Graduate,Yes,120000,279485,72,1,Urban,Y
22454,M,Married,3+,College Graduate,Yes,70000,107788,24,0,Urban,Y
26636,M,Married,0,College Graduate,Yes,86004,377969,60,1,Urban,N
12599,M,Single,0,College Graduate,No,47000,337434,36,1,Urban,Y
1035,M,Married,0,College Graduate,No,19200,454878,108,1,Urban,Y
